Folio,record_type,tipo,ramo,reinsurer,participation,reasegurado,asegurado,direccion,periodo_inicio,periodo_fin,actividad,estimado_ingresos ,interes_asegurable,limite_max_res ,riesgos_cubiertos,condiciones_reaseguro,exclusiones,deducible_General ,deducible_Robo ,deducible_Terremoto ,deducible_Electricos ,deducible_Ingresos ,prima_neta ,soporte,base_cobertura,territorialidad,jurisdiccion,dias_pago,anexos_clausulas,texto_clausulas,panel_participantes,moneda
NC/000448/2022/2023,Soporte,Reaseguro Facultativo,Transportes,Perseus,12,Grupo Financiero Unión,"Servicios Integrales del Valle, S.A. de C.V.","Cancún, Quintana Roo",08/02/22 0:00,08/02/23 0:00,Operación de transporte terrestre,23226983,Daños materiales y pérdidas por cualquier causa,371105710,"Daños por choque, incendios, robos en vehículos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",34973,30481,80241,64923,68774,1005511,12,Claims Made,México,Leyes mexicanas,58,"NMA 2737, LMA 3200, Endorsement 9101, NMA 2800, NMA 464, Endorsement 1234, LMA 6000A","Cooperacion de reclamos, Cobertura Extendida; Cláusula Complementaria; Control de Daños; Exclusión de Daños por Agua; Exclusión de Guerra y Guerra Civil; Gastos de Defensa Incluidos","Jupiter 32%, Cassiopeia 56%, Perseus 12%",MXN
NC/000449/2024/2025,Pre-nota de Cobertura,Reaseguro Facultativo,Líneas Financieras,"Neptune, Mercury, Cassiopeia",100,Aseguradora del Norte,Operadora Marina de México,Ciudad de México,26/05/24 0:00,26/05/25 0:00,Servicios financieros,15293758,Daños materiales y pérdidas por cualquier causa,452418675,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",92746,49311,48698,52602,80862,2582557,100,Ocurrencia,México,Leyes mexicanas,40,"NMA 2737, Endorsement 9101, LMA 3105, Endorsement 1234, NMA 3001, NMA 464, LMA 6000A, NMA 2962, Endorsement 5678, LMA 3092, NMA 2738, NMA 2800, NMA 2705, LMA 3100A","Cooperacion de reclamos, Cláusula Complementaria; Ampliación de Cobertura Y; Exclusión de Guerra y Guerra Civil; Protección Legal; Exclusión de Daños por Agua; Gastos de Defensa Incluidos; Prevención de Robo; All Risks; Control de Reclamos; Control de Pérdidas; Control de Daños; Acción Razonable; Limitación de Sanciones","Neptune 37%, Mercury 25%, Cassiopeia 38%",USD
NC/000449/2024/2025,Soporte,Reaseguro Facultativo,Líneas Financieras,Neptune,37,Aseguradora del Norte,Operadora Marina de México,Ciudad de México,26/05/24 0:00,26/05/25 0:00,Servicios financieros,15293758,Daños materiales y pérdidas por cualquier causa,452418675,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",92746,49311,48698,52602,80862,955546,37,Ocurrencia,México,Leyes mexicanas,47,"NMA 2737, Endorsement 9101, LMA 3105, Endorsement 1234, NMA 3001, NMA 464, LMA 6000A, NMA 2962, Endorsement 5678, LMA 3092, NMA 2738, NMA 2800, NMA 2705, LMA 3100A, LMA 3110","Cooperacion de reclamos, Cláusula Complementaria; Ampliación de Cobertura Y; Exclusión de Guerra y Guerra Civil; Protección Legal; Exclusión de Daños por Agua; Gastos de Defensa Incluidos; Prevención de Robo; All Risks; Control de Reclamos; Control de Pérdidas; Control de Daños; Acción Razonable; Limitación de Sanciones; Cobertura Adicional X","Neptune 37%, Mercury 25%, Cassiopeia 38%",USD
NC/000449/2024/2025,Soporte,Reaseguro Facultativo,Líneas Financieras,Mercury,25,Aseguradora del Norte,Operadora Marina de México,Ciudad de México,26/05/24 0:00,26/05/25 0:00,Servicios financieros,15293758,Daños materiales y pérdidas por cualquier causa,452418675,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",92746,49311,48698,52602,80862,645639,25,Ocurrencia,México,Leyes mexicanas,46,"NMA 2737, Endorsement 9101, LMA 3105, Endorsement 1234, NMA 3001, NMA 464, LMA 6000A, Endorsement 5678, LMA 3092, NMA 2738, NMA 2800, NMA 2705, LMA 3100A, LMA 3110","Cooperacion de reclamos, Cláusula Complementaria; Ampliación de Cobertura Y; Exclusión de Guerra y Guerra Civil; Protección Legal; Exclusión de Daños por Agua; Gastos de Defensa Incluidos; All Risks; Control de Reclamos; Control de Pérdidas; Control de Daños; Acción Razonable; Limitación de Sanciones; Cobertura Adicional X","Neptune 37%, Mercury 25%, Cassiopeia 38%",USD
NC/000449/2024/2025,Soporte,Reaseguro Facultativo,Líneas Financieras,Cassiopeia,38,Aseguradora del Norte,Operadora Marina de México,Ciudad de México,26/05/24 0:00,26/05/25 0:00,Servicios financieros,15293758,Daños materiales y pérdidas por cualquier causa,452418675,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",92746,49311,48698,52602,80862,981372,38,Ocurrencia,México,Leyes mexicanas,43,"NMA 2737, LMA 3105, Endorsement 1234, NMA 3001, NMA 464, LMA 6000A, NMA 2962, Endorsement 5678, LMA 3092, NMA 2738, NMA 2800, NMA 2705, LMA 3100A, Endorsement 9101","Cooperacion de reclamos, Ampliación de Cobertura Y; Exclusión de Guerra y Guerra Civil; Protección Legal; Exclusión de Daños por Agua; Gastos de Defensa Incluidos; Prevención de Robo; All Risks; Control de Reclamos; Control de Pérdidas; Control de Daños; Acción Razonable; Limitación de Sanciones; Cláusula Complementaria","Neptune 37%, Mercury 25%, Cassiopeia 38%",USD
NC/000450/2021/2022,Pre-nota de Cobertura,Reaseguro Facultativo,Líneas Financieras,Neptune,100,Protección Total S.A.,"Tecnologías Avanzadas, S.A.","Puebla, Puebla",28/07/21 0:00,28/07/22 0:00,Servicios financieros,33646566,Daños materiales y pérdidas por cualquier causa,337798735,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",64054,40865,98378,62879,97784,2866469,100,Claims Made,México,Leyes mexicanas,29,"NMA 2737, NMA 2738, LMA 3105, NMA 2962","Cooperacion de reclamos, Control de Pérdidas; Ampliación de Cobertura Y; Prevención de Robo",Neptune 100%,MXN
NC/000450/2021/2022,Soporte,Reaseguro Facultativo,Líneas Financieras,Neptune,100,Protección Total S.A.,"Tecnologías Avanzadas, S.A.","Puebla, Puebla",28/07/21 0:00,28/07/22 0:00,Servicios financieros,33646566,Daños materiales y pérdidas por cualquier causa,337798735,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",64054,40865,98378,62879,97784,2866469,100,Claims Made,México,Leyes mexicanas,54,"NMA 2737, NMA 2738, LMA 3105, NMA 2962","Cooperacion de reclamos, Control de Pérdidas; Ampliación de Cobertura Y; Prevención de Robo",Neptune 100%,MXN
NC/000451/2017/2018,Pre-nota de Cobertura,Reaseguro Facultativo,Aviación,"Earth, Aquarius, Earth",100,Protección Total S.A.,Corporación Turística México,Ciudad de México,27/05/17 0:00,27/05/18 0:00,Operación de aeropuertos y vuelos,93027955,Daños materiales y pérdidas por cualquier causa,453861985,"Daños materiales, pérdidas por accidentes aéreos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",94972,31471,25299,41655,60601,6093668,100,Claims Made,México,Leyes mexicanas,32,"NMA 2737, LMA 3200, LMA 3092","Cooperacion de reclamos, Cobertura Extendida; Control de Reclamos","Earth 40%, Aquarius 60%",MXN
NC/000451/2017/2018,Soporte,Reaseguro Facultativo,Aviación,Earth,40,Protección Total S.A.,Corporación Turística México,Ciudad de México,27/05/17 0:00,27/05/18 0:00,Operación de aeropuertos y vuelos,93027955,Daños materiales y pérdidas por cualquier causa,453861985,"Daños materiales, pérdidas por accidentes aéreos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",94972,31471,25299,41655,60601,2437467,40,Claims Made,México,Leyes mexicanas,30,"NMA 2737, LMA 3200, LMA 3092","Cooperacion de reclamos, Cobertura Extendida; Control de Reclamos","Earth 40%, Aquarius 60%",MXN
NC/000451/2017/2018,Soporte,Reaseguro Facultativo,Aviación,Aquarius,60,Protección Total S.A.,Corporación Turística México,Ciudad de México,27/05/17 0:00,27/05/18 0:00,Operación de aeropuertos y vuelos,93027955,Daños materiales y pérdidas por cualquier causa,453861985,"Daños materiales, pérdidas por accidentes aéreos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",94972,31471,25299,41655,60601,3656201,60,Claims Made,México,Leyes mexicanas,45,"NMA 2737, LMA 3200, LMA 3092","Cooperacion de reclamos, Cobertura Extendida; Control de Reclamos","Earth 40%, Aquarius 60%",MXN
NC/000452/2024/2025,Pre-nota de Cobertura,Reaseguro Facultativo,Responsabilidad Civil,"UrsaMinor, Mars, Pluto",100,Grupo Financiero Unión,"Servicios Integrales del Valle, S.A. de C.V.","Querétaro, Querétaro",06/05/24 0:00,06/05/25 0:00,Prestación de servicios,94944722,Daños materiales y pérdidas por cualquier causa,286430247,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",85066,99493,49332,57184,24198,1712629,100,Claims Made,México,Leyes mexicanas,35,"NMA 2737, LMA 3100A, NMA 464, LMA 3110, NMA 2962, Endorsement 1234, Endorsement 9101, Endorsement 5678, LMA 3200, LMA 6000A, NMA 3001, NMA 2705, NMA 2800","Cooperacion de reclamos, Limitación de Sanciones; Exclusión de Daños por Agua; Cobertura Adicional X; Prevención de Robo; Exclusión de Guerra y Guerra Civil; Cláusula Complementaria; All Risks; Cobertura Extendida; Gastos de Defensa Incluidos; Protección Legal; Acción Razonable; Control de Daños","UrsaMinor 34%, Mars 35%, Pluto 31%",MXN
NC/000452/2024/2025,Soporte,Reaseguro Facultativo,Responsabilidad Civil,UrsaMinor,34,Grupo Financiero Unión,"Servicios Integrales del Valle, S.A. de C.V.","Querétaro, Querétaro",06/05/24 0:00,06/05/25 0:00,Prestación de servicios,94944722,Daños materiales y pérdidas por cualquier causa,286430247,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",85066,99493,49332,57184,24198,582294,34,Claims Made,México,Leyes mexicanas,39,"NMA 2737, LMA 3100A, NMA 464, LMA 3110, NMA 2962, Endorsement 1234, Endorsement 9101, Endorsement 5678, LMA 3200, LMA 6000A, NMA 3001, NMA 2705, NMA 2800","Cooperacion de reclamos, Limitación de Sanciones; Exclusión de Daños por Agua; Cobertura Adicional X; Prevención de Robo; Exclusión de Guerra y Guerra Civil; Cláusula Complementaria; All Risks; Cobertura Extendida; Gastos de Defensa Incluidos; Protección Legal; Acción Razonable; Control de Daños","UrsaMinor 34%, Mars 35%, Pluto 31%",MXN
NC/000452/2024/2025,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Mars,35,Grupo Financiero Unión,"Servicios Integrales del Valle, S.A. de C.V.","Querétaro, Querétaro",06/05/24 0:00,06/05/25 0:00,Prestación de servicios,94944722,Daños materiales y pérdidas por cualquier causa,286430247,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",85066,99493,49332,57184,24198,599420,35,Claims Made,México,Leyes mexicanas,40,"NMA 2737, LMA 3100A, NMA 464, LMA 3110, NMA 2962, Endorsement 1234, Endorsement 9101, Endorsement 5678, LMA 3200, LMA 6000A, NMA 3001, NMA 2705, NMA 2800","Cooperacion de reclamos, Limitación de Sanciones; Exclusión de Daños por Agua; Cobertura Adicional X; Prevención de Robo; Exclusión de Guerra y Guerra Civil; Cláusula Complementaria; All Risks; Cobertura Extendida; Gastos de Defensa Incluidos; Protección Legal; Acción Razonable; Control de Daños","UrsaMinor 34%, Mars 35%, Pluto 31%",MXN
NC/000452/2024/2025,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Pluto,31,Grupo Financiero Unión,"Servicios Integrales del Valle, S.A. de C.V.","Querétaro, Querétaro",06/05/24 0:00,06/05/25 0:00,Prestación de servicios,94944722,Daños materiales y pérdidas por cualquier causa,286430247,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",85066,99493,49332,57184,24198,530915,31,Claims Made,México,Leyes mexicanas,33,"NMA 2737, LMA 3100A, NMA 464, LMA 3110, NMA 2962, Endorsement 1234, Endorsement 9101, Endorsement 5678, LMA 3200, LMA 6000A, NMA 3001, NMA 2705, NMA 2800","Cooperacion de reclamos, Limitación de Sanciones; Exclusión de Daños por Agua; Cobertura Adicional X; Prevención de Robo; Exclusión de Guerra y Guerra Civil; Cláusula Complementaria; All Risks; Cobertura Extendida; Gastos de Defensa Incluidos; Protección Legal; Acción Razonable; Control de Daños","UrsaMinor 34%, Mars 35%, Pluto 31%",MXN
NC/000453/2016/2017,Pre-nota de Cobertura,Reaseguro Facultativo,Aviación,Jupiter,100,"Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Veracruz, Veracruz",04/03/16 0:00,04/03/17 0:00,Operación de aeropuertos y vuelos,17926163,Daños materiales y pérdidas por cualquier causa,90169225,"Daños materiales, pérdidas por accidentes aéreos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",57024,63611,61936,95926,51359,1332154,100,Claims Made,México,Leyes mexicanas,55,"NMA 2737, LMA 3105, LMA 6000A, NMA 2800","Cooperacion de reclamos, Ampliación de Cobertura Y; Gastos de Defensa Incluidos; Control de Daños",Jupiter 100%,USD
NC/000453/2016/2017,Soporte,Reaseguro Facultativo,Aviación,Jupiter,100,"Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Veracruz, Veracruz",04/03/16 0:00,04/03/17 0:00,Operación de aeropuertos y vuelos,17926163,Daños materiales y pérdidas por cualquier causa,90169225,"Daños materiales, pérdidas por accidentes aéreos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",57024,63611,61936,95926,51359,1332154,100,Claims Made,México,Leyes mexicanas,57,"NMA 2737, LMA 3105, LMA 6000A, NMA 2800","Cooperacion de reclamos, Ampliación de Cobertura Y; Gastos de Defensa Incluidos; Control de Daños",Jupiter 100%,USD
NC/000454/2017/2018,Pre-nota de Cobertura,Reaseguro Facultativo,Líneas Financieras,Aquarius,100,Aseguradora del Norte,"Servicios Integrales del Valle, S.A. de C.V.","Tijuana, Baja California",07/07/17 0:00,07/07/18 0:00,Servicios financieros,7564882,Daños materiales y pérdidas por cualquier causa,26846744,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",71060,44453,85223,80752,72099,4330911,100,Claims Made,México,Leyes mexicanas,28,"NMA 2737, Endorsement 1234, NMA 464, NMA 2800, NMA 3001, LMA 6000A, LMA 3105, LMA 3100A, LMA 3092, NMA 2962, NMA 2738, Endorsement 9101, NMA 2705, LMA 3110, LMA 3200, Endorsement 5678","Cooperacion de reclamos, Exclusión de Guerra y Guerra Civil; Exclusión de Daños por Agua; Control de Daños; Protección Legal; Gastos de Defensa Incluidos; Ampliación de Cobertura Y; Limitación de Sanciones; Control de Reclamos; Prevención de Robo; Control de Pérdidas; Cláusula Complementaria; Acción Razonable; Cobertura Adicional X; Cobertura Extendida; All Risks",Aquarius 100%,MXN
NC/000454/2017/2018,Soporte,Reaseguro Facultativo,Líneas Financieras,Aquarius,100,Aseguradora del Norte,"Servicios Integrales del Valle, S.A. de C.V.","Tijuana, Baja California",07/07/17 0:00,07/07/18 0:00,Servicios financieros,7564882,Daños materiales y pérdidas por cualquier causa,26846744,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",71060,44453,85223,80752,72099,4330911,100,Claims Made,México,Leyes mexicanas,37,"NMA 2737, Endorsement 1234, NMA 464, NMA 2800, NMA 3001, LMA 6000A, LMA 3105, LMA 3100A, LMA 3092, NMA 2962, Endorsement 9101, NMA 2705, LMA 3110, LMA 3200, Endorsement 5678, NMA 2738","Cooperacion de reclamos, Exclusión de Guerra y Guerra Civil; Exclusión de Daños por Agua; Control de Daños; Protección Legal; Gastos de Defensa Incluidos; Ampliación de Cobertura Y; Limitación de Sanciones; Control de Reclamos; Prevención de Robo; Cláusula Complementaria; Acción Razonable; Cobertura Adicional X; Cobertura Extendida; All Risks; Control de Pérdidas",Aquarius 100%,MXN
NC/000455/2015/2016,Pre-nota de Cobertura,Reaseguro Facultativo,Responsabilidad Ambiental,"Saturn, Cassiopeia, Venus, Mercury, Taurus, Draco, Lyra, Scorpius, Phoenix, Gemini, Aquarius, Neptune, Andromeda, Pluto, Mars",100,Consorcio de Seguros México,"Tecnologías Avanzadas, S.A.","Querétaro, Querétaro",11/05/15 0:00,10/05/16 0:00,Gestión medioambiental,80097226,Daños materiales y pérdidas por cualquier causa,346641000,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",82195,74689,80757,99791,94959,1153583,100,Ocurrencia,México,Leyes mexicanas,20,"NMA 2737, LMA 3200, NMA 2705, LMA 3110, Endorsement 5678, NMA 464, LMA 3092, NMA 2800, LMA 6000A, Endorsement 9101, LMA 3100A, LMA 3105, NMA 2738, NMA 2962, Endorsement 1234, NMA 3001","Cooperacion de reclamos, Cobertura Extendida; Acción Razonable; Cobertura Adicional X; All Risks; Exclusión de Daños por Agua; Control de Reclamos; Control de Daños; Gastos de Defensa Incluidos; Cláusula Complementaria; Limitación de Sanciones; Ampliación de Cobertura Y; Control de Pérdidas; Prevención de Robo; Exclusión de Guerra y Guerra Civil; Protección Legal","Saturn 2%, Cassiopeia 4%, Venus 7%, Mercury 8%, Taurus 5%, Draco 6%, Lyra 9%, Scorpius 11%, Phoenix 6%, Gemini 6%, Aquarius 5%, Neptune 10%, Andromeda 8%, Pluto 5%, Mars 8%",MXN
NC/000455/2015/2016,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Saturn,2,Consorcio de Seguros México,"Tecnologías Avanzadas, S.A.","Querétaro, Querétaro",11/05/15 0:00,10/05/16 0:00,Gestión medioambiental,80097226,Daños materiales y pérdidas por cualquier causa,346641000,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",82195,74689,80757,99791,94959,23072,2,Ocurrencia,México,Leyes mexicanas,47,"NMA 2737, LMA 3200, NMA 2705, LMA 3110, Endorsement 5678, NMA 464, LMA 3092, NMA 2800, LMA 6000A, Endorsement 9101, LMA 3100A, LMA 3105, NMA 2738, NMA 2962, Endorsement 1234, NMA 3001","Cooperacion de reclamos, Cobertura Extendida; Acción Razonable; Cobertura Adicional X; All Risks; Exclusión de Daños por Agua; Control de Reclamos; Control de Daños; Gastos de Defensa Incluidos; Cláusula Complementaria; Limitación de Sanciones; Ampliación de Cobertura Y; Control de Pérdidas; Prevención de Robo; Exclusión de Guerra y Guerra Civil; Protección Legal","Saturn 2%, Cassiopeia 4%, Venus 7%, Mercury 8%, Taurus 5%, Draco 6%, Lyra 9%, Scorpius 11%, Phoenix 6%, Gemini 6%, Aquarius 5%, Neptune 10%, Andromeda 8%, Pluto 5%, Mars 8%",MXN
NC/000455/2015/2016,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Cassiopeia,4,Consorcio de Seguros México,"Tecnologías Avanzadas, S.A.","Querétaro, Querétaro",11/05/15 0:00,10/05/16 0:00,Gestión medioambiental,80097226,Daños materiales y pérdidas por cualquier causa,346641000,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",82195,74689,80757,99791,94959,46143,4,Ocurrencia,México,Leyes mexicanas,23,"NMA 2737, LMA 3200, NMA 2705, LMA 3110, Endorsement 5678, NMA 464, LMA 3092, NMA 2800, LMA 6000A, Endorsement 9101, LMA 3100A, LMA 3105, NMA 2738, NMA 2962, Endorsement 1234, NMA 3001","Cooperacion de reclamos, Cobertura Extendida; Acción Razonable; Cobertura Adicional X; All Risks; Exclusión de Daños por Agua; Control de Reclamos; Control de Daños; Gastos de Defensa Incluidos; Cláusula Complementaria; Limitación de Sanciones; Ampliación de Cobertura Y; Control de Pérdidas; Prevención de Robo; Exclusión de Guerra y Guerra Civil; Protección Legal","Saturn 2%, Cassiopeia 4%, Venus 7%, Mercury 8%, Taurus 5%, Draco 6%, Lyra 9%, Scorpius 11%, Phoenix 6%, Gemini 6%, Aquarius 5%, Neptune 10%, Andromeda 8%, Pluto 5%, Mars 8%",MXN
NC/000455/2015/2016,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Venus,7,Consorcio de Seguros México,"Tecnologías Avanzadas, S.A.","Querétaro, Querétaro",11/05/15 0:00,10/05/16 0:00,Gestión medioambiental,80097226,Daños materiales y pérdidas por cualquier causa,346641000,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",82195,74689,80757,99791,94959,80751,7,Ocurrencia,México,Leyes mexicanas,24,"NMA 2737, LMA 3200, NMA 2705, LMA 3110, Endorsement 5678, NMA 464, LMA 3092, NMA 2800, LMA 6000A, Endorsement 9101, LMA 3100A, LMA 3105, NMA 2738, NMA 2962, Endorsement 1234, NMA 3001","Cooperacion de reclamos, Cobertura Extendida; Acción Razonable; Cobertura Adicional X; All Risks; Exclusión de Daños por Agua; Control de Reclamos; Control de Daños; Gastos de Defensa Incluidos; Cláusula Complementaria; Limitación de Sanciones; Ampliación de Cobertura Y; Control de Pérdidas; Prevención de Robo; Exclusión de Guerra y Guerra Civil; Protección Legal","Saturn 2%, Cassiopeia 4%, Venus 7%, Mercury 8%, Taurus 5%, Draco 6%, Lyra 9%, Scorpius 11%, Phoenix 6%, Gemini 6%, Aquarius 5%, Neptune 10%, Andromeda 8%, Pluto 5%, Mars 8%",MXN
NC/000455/2015/2016,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Mercury,8,Consorcio de Seguros México,"Tecnologías Avanzadas, S.A.","Querétaro, Querétaro",11/05/15 0:00,10/05/16 0:00,Gestión medioambiental,80097226,Daños materiales y pérdidas por cualquier causa,346641000,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",82195,74689,80757,99791,94959,92287,8,Ocurrencia,México,Leyes mexicanas,37,"NMA 2737, LMA 3200, NMA 2705, LMA 3110, Endorsement 5678, NMA 464, LMA 3092, NMA 2800, LMA 6000A, Endorsement 9101, LMA 3100A, LMA 3105, NMA 2738, NMA 2962, Endorsement 1234, NMA 3001","Cooperacion de reclamos, Cobertura Extendida; Acción Razonable; Cobertura Adicional X; All Risks; Exclusión de Daños por Agua; Control de Reclamos; Control de Daños; Gastos de Defensa Incluidos; Cláusula Complementaria; Limitación de Sanciones; Ampliación de Cobertura Y; Control de Pérdidas; Prevención de Robo; Exclusión de Guerra y Guerra Civil; Protección Legal","Saturn 2%, Cassiopeia 4%, Venus 7%, Mercury 8%, Taurus 5%, Draco 6%, Lyra 9%, Scorpius 11%, Phoenix 6%, Gemini 6%, Aquarius 5%, Neptune 10%, Andromeda 8%, Pluto 5%, Mars 8%",MXN
NC/000455/2015/2016,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Taurus,5,Consorcio de Seguros México,"Tecnologías Avanzadas, S.A.","Querétaro, Querétaro",11/05/15 0:00,10/05/16 0:00,Gestión medioambiental,80097226,Daños materiales y pérdidas por cualquier causa,346641000,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",82195,74689,80757,99791,94959,57679,5,Ocurrencia,México,Leyes mexicanas,54,"NMA 2737, LMA 3200, NMA 2705, LMA 3110, Endorsement 5678, NMA 464, LMA 3092, NMA 2800, LMA 6000A, Endorsement 9101, LMA 3100A, LMA 3105, NMA 2738, NMA 2962, Endorsement 1234, NMA 3001","Cooperacion de reclamos, Cobertura Extendida; Acción Razonable; Cobertura Adicional X; All Risks; Exclusión de Daños por Agua; Control de Reclamos; Control de Daños; Gastos de Defensa Incluidos; Cláusula Complementaria; Limitación de Sanciones; Ampliación de Cobertura Y; Control de Pérdidas; Prevención de Robo; Exclusión de Guerra y Guerra Civil; Protección Legal","Saturn 2%, Cassiopeia 4%, Venus 7%, Mercury 8%, Taurus 5%, Draco 6%, Lyra 9%, Scorpius 11%, Phoenix 6%, Gemini 6%, Aquarius 5%, Neptune 10%, Andromeda 8%, Pluto 5%, Mars 8%",MXN
NC/000455/2015/2016,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Draco,6,Consorcio de Seguros México,"Tecnologías Avanzadas, S.A.","Querétaro, Querétaro",11/05/15 0:00,10/05/16 0:00,Gestión medioambiental,80097226,Daños materiales y pérdidas por cualquier causa,346641000,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",82195,74689,80757,99791,94959,69215,6,Ocurrencia,México,Leyes mexicanas,54,"NMA 2737, LMA 3200, NMA 2705, LMA 3110, Endorsement 5678, NMA 464, LMA 3092, NMA 2800, LMA 6000A, Endorsement 9101, LMA 3100A, LMA 3105, NMA 2738, NMA 2962, Endorsement 1234, NMA 3001","Cooperacion de reclamos, Cobertura Extendida; Acción Razonable; Cobertura Adicional X; All Risks; Exclusión de Daños por Agua; Control de Reclamos; Control de Daños; Gastos de Defensa Incluidos; Cláusula Complementaria; Limitación de Sanciones; Ampliación de Cobertura Y; Control de Pérdidas; Prevención de Robo; Exclusión de Guerra y Guerra Civil; Protección Legal","Saturn 2%, Cassiopeia 4%, Venus 7%, Mercury 8%, Taurus 5%, Draco 6%, Lyra 9%, Scorpius 11%, Phoenix 6%, Gemini 6%, Aquarius 5%, Neptune 10%, Andromeda 8%, Pluto 5%, Mars 8%",MXN
NC/000455/2015/2016,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Lyra,9,Consorcio de Seguros México,"Tecnologías Avanzadas, S.A.","Querétaro, Querétaro",11/05/15 0:00,10/05/16 0:00,Gestión medioambiental,80097226,Daños materiales y pérdidas por cualquier causa,346641000,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",82195,74689,80757,99791,94959,103822,9,Ocurrencia,México,Leyes mexicanas,46,"NMA 2737, LMA 3200, NMA 2705, LMA 3110, Endorsement 5678, NMA 464, LMA 3092, NMA 2800, LMA 6000A, Endorsement 9101, LMA 3100A, LMA 3105, NMA 2738, NMA 2962, Endorsement 1234, NMA 3001","Cooperacion de reclamos, Cobertura Extendida; Acción Razonable; Cobertura Adicional X; All Risks; Exclusión de Daños por Agua; Control de Reclamos; Control de Daños; Gastos de Defensa Incluidos; Cláusula Complementaria; Limitación de Sanciones; Ampliación de Cobertura Y; Control de Pérdidas; Prevención de Robo; Exclusión de Guerra y Guerra Civil; Protección Legal","Saturn 2%, Cassiopeia 4%, Venus 7%, Mercury 8%, Taurus 5%, Draco 6%, Lyra 9%, Scorpius 11%, Phoenix 6%, Gemini 6%, Aquarius 5%, Neptune 10%, Andromeda 8%, Pluto 5%, Mars 8%",MXN
